"","Filename","row_max","latitude","longitude","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"18","12.jpg","Seagrasses",-33.5504,115.3959,-12,0.133946636841958,0.133946636841958,292.75826907676,292.75826907676,0.5,0.5,1,16
"19","120.jpg","Seagrasses",-33.5906,115.2584,-17,0.183969846355458,0.183969846355458,9.66741240013226,9.66741240013226,-0.625,0.875,3,64
"20","122.jpg","Seagrasses",-33.5136,115.424,-14,0.120895083261265,0.120895083261265,49.9908094560102,49.9908094560102,-0.375,0.375,1,32
"21","123.jpg","Substrate",-33.5574,115.1548,-27,0.0806200418678494,0.0806200418678494,309.995320603052,309.995320603052,-0.125,0.375,2,128
"22","125.jpg","Substrate",-33.5738,115.2682,-21,0.103632995297272,0.103632995297272,0,0,-0.375,0.375,1,1
"23","127.jpg","Seagrasses",-33.509,115.3957,-19,0.172789795713343,0.172789795713343,296.732243481262,296.732243481262,-0.625,0.625,2,64
"24","128.jpg","Seagrasses",-33.5994,115.2867,-14,0.103632995297272,0.103632995297272,7.63333123551244e-14,7.63333123551244e-14,0.375,0.375,1,64
"25","129.jpg","Substrate",-33.5408,115.1741,-29,0.207265312522184,0.207265312522184,360,360,0,0.75,2,64
"26","13.jpg","Macroalgae",-33.5619,115.3888,-12,0.0962037691712343,0.0962037691712343,254.377025718677,254.377025718677,0.625,0.625,1,16
"27","130.jpg","Macroalgae",-33.562,115.3252,-18,0.12064354205712,0.12064354205712,329.204629171189,329.204629171189,-0.5,0.5,1,64
"28","131.jpg","Substrate",-33.5344,115.4016,-14,0.133923575993064,0.133923575993064,292.762407983924,292.762407983924,-0.5,0.5,1,32
"29","133.jpg","Substrate",-33.5798,115.2491,-20,0.120649953027165,0.120649953027165,329.199521365354,329.199521365354,0.5,0.5,1,16
"30","134.jpg","Macroalgae",-33.497,115.4527,-13,0.123439750878073,0.123439750878073,90,90,0.125,0.375,2,1
"31","136.jpg","Macroalgae",-33.4799,115.4353,-16,0.103632995297272,0.103632995297272,360,360,0.375,0.375,1,64
"32","137.jpg","Substrate",-33.5823,115.2692,-19,0.133173271337243,0.133173271337243,13.4122358901345,13.4122358901345,0.25,0.5,2,64
"33","14.jpg","Seagrasses",-33.5443,115.3754,-15,0.216269232956225,0.216269232956225,343.408852901903,343.408852901903,0,0.75,3,32
"34","140.jpg","Seagrasses",-33.5706,115.3452,-14,0.0617735131439947,0.0617735131439947,270,270,0.25,0.25,1,32
"35","141.jpg","Seagrasses",-33.5423,115.3552,-18,0.133169954247569,0.133169954247569,346.59375037655,346.59375037655,0.25,0.5,2,64
"36","142.jpg","Seagrasses",-33.5049,115.4064,-17,0.18396459816526,0.18396459816526,350.342187749846,350.342187749846,0.125,0.625,2,64
"37","144.jpg","Substrate",-33.5491,115.1656,-28,0.103632995297272,0.103632995297272,5.08888749034163e-14,5.08888749034163e-14,0.375,0.375,1,64
"38","146.jpg","Seagrasses",-33.5303,115.4123,-13,4.96961668978674e-17,4.96961668978674e-17,90,90,0,0,0,64
"39","147.jpg","Substrate",-33.5748,115.1841,-23,0.183968794485658,0.183968794485658,350.334510911614,350.334510911614,0.125,0.625,2,64
"40","148.jpg","Macroalgae",-33.492,115.3877,-22,0.161168680727879,0.161168680727879,310.016524889862,310.016524889862,-0.25,0.5,2,32
"41","15.jpg","Seagrasses",-33.5541,115.3855,-13,0.0961960220559524,0.0961960220559524,285.624264617347,285.624264617347,0.25,0.25,1,16
"42","150.jpg","Substrate",-33.5569,115.3028,-21,0.133953229451927,0.133953229451927,292.75708613554,292.75708613554,0.125,0.375,2,16
"43","151.jpg","Unscorable",-33.5174,115.4299,-13,0.201494689687881,0.201494689687881,310.008375250757,310.008375250757,0.125,0.625,2,16
"44","152.jpg","Substrate",-33.5437,115.2653,-26,0.0518165400284703,0.0518165400284703,360,360,-0.375,0.375,1,128
"45","154.jpg","Macroalgae",-33.5693,115.2837,-23,0.203656052936453,0.203656052936453,332.937047224861,332.937047224861,-0.75,0.75,2,64
"46","158.jpg","Seagrasses",-33.6027,115.2546,-14,0.198594221982475,0.198594221982475,321.512784735973,321.512784735973,0.125,0.625,2,16
"47","16.jpg","Substrate",-33.5599,115.3786,-13,0.120932017297408,0.120932017297408,50.0054959348146,50.0054959348146,0.375,0.375,1,1
"48","160.jpg","Substrate",-33.5446,115.18,-28,0.120919695932557,0.120919695932557,50.0005978060881,50.0005978060881,0.625,0.625,1,1
"49","161.jpg","Substrate",-33.5657,115.3311,-17,0.0806255210150295,0.0806255210150295,309.992054012148,309.992054012148,-0.5,0.5,2,128
"50","164.jpg","Substrate",-33.5523,115.2746,-25,0.123518275321444,0.123518275321444,270,270,-0.375,0.375,1,64
"51","165.jpg","Substrate",-33.5258,115.4266,-14,0.0518165400284704,0.0518165400284704,180,180,-0.875,0.875,1,4
"52","166.jpg","Seagrasses",-33.5128,115.4015,-16,0.252306286602767,0.252306286602767,281.851177248525,281.851177248525,0.125,0.875,2,16
"53","167.jpg","Substrate",-33.5407,115.3505,-19,0.120636223199006,0.120636223199006,329.210461915714,329.210461915714,-0.5,0.5,1,16
"54","17.jpg","Seagrasses",-33.5696,115.3836,-13,0.0403134655905939,0.0403134655905939,230.008762818685,230.008762818685,-0.25,0.25,1,128
"55","170.jpg","Substrate",-33.592,115.2382,-18,0.216278938472026,0.216278938472026,16.5997746134281,16.5997746134281,0,0.75,3,64
"56","171.jpg","Unscorable",-33.5091,115.4419,-13,0.0402970481688613,0.0402970481688613,49.9891790891118,49.9891790891118,-0.125,0.125,1,2
"57","174.jpg","Substrate",-33.5531,115.1821,-27,0.12064079649023,0.12064079649023,329.206817043706,329.206817043706,0.5,0.5,1,16
"58","175.jpg","Substrate",-33.5716,115.3713,-13,0.0617735131439947,0.0617735131439947,270,270,-0.125,0.125,1,128
"59","177.jpg","Seagrasses",-33.561,115.2956,-22,0.0403114104893292,0.0403114104893292,309.993687454081,309.993687454081,-0.125,0.125,1,1
"60","18.jpg","Seagrasses",-33.552,115.3701,-14,0.161234287613763,0.161234287613763,309.996953459083,309.996953459083,0,0.5,2,16
"61","180.jpg","Seagrasses",-33.549,115.3432,-18,0.133943341169797,0.133943341169797,292.758860481318,292.758860481318,0.125,0.375,2,16
"62","181.jpg","Substrate",-33.52,115.4132,-13,1.49088500693602e-16,1.49088500693602e-16,270,270,0.5,0.5,1,16
"63","183.jpg","Seagrasses",-33.4888,115.4564,-13,0.1338643714618,0.1338643714618,292.773040979794,292.773040979794,-0.125,0.375,2,32
"64","184.jpg","Substrate",-33.4693,115.4189,-21,0.0836234038714119,0.0836234038714119,338.351105050266,338.351105050266,-0.25,0.25,1,64
"65","185.jpg","Seagrasses",-33.5976,115.2902,-14,0.120657287824136,0.120657287824136,329.193679122113,329.193679122113,0.125,0.375,2,64
"66","186.jpg","Substrate",-33.5387,115.1588,-30,0.0836326154300231,0.0836326154300231,338.33521113453,338.33521113453,-0.25,0.25,1,128
"67","187.jpg","Macroalgae",-33.495,115.4374,-14,0.120880744356998,0.120880744356998,310.014895547453,310.014895547453,-0.375,0.375,1,128
"68","189.jpg","Seagrasses",-33.573,115.1959,-23,0.133172648772094,0.133172648772094,346.588887414541,346.588887414541,0.25,0.5,2,64
"69","19.jpg","Seagrasses",-33.5464,115.3908,-13,0.0617556356956028,0.0617556356956028,270,270,0.125,0.125,1,16
"70","190.jpg","Seagrasses",-33.5657,115.3571,-13,0.156582777917971,0.156582777917971,260.47603246174,260.47603246174,0.75,0.75,2,16
"71","191.jpg","Seagrasses",-33.5152,115.3708,-21,0.120627086558481,0.120627086558481,329.217745729471,329.217745729471,-0.5,0.5,1,128
"72","194.jpg","Seagrasses",-33.5686,115.3381,-15,0.133172233885379,0.133172233885379,346.589636058677,346.589636058677,0.25,0.5,2,64
"73","195.jpg","Seagrasses",-33.5032,115.4278,-14,0.156472715088617,0.156472715088617,279.530729183084,279.530729183084,0.125,0.375,2,16
"74","196.jpg","Substrate",-33.5745,115.3762,-12,0.083637235606473,0.083637235606473,158.327244830964,158.327244830964,0.75,0.75,1,16
"75","198.jpg","Substrate",-33.5634,115.2626,-23,0.103632995297272,0.103632995297272,360,360,0.375,0.375,1,64
"76","2.jpg","Seagrasses",-33.5375,115.3772,-16,0.246999672595648,0.246999672595648,270,270,0,0.75,2,16
"77","20.jpg","Seagrasses",-33.5556,115.401,-13,0.0403100408862732,0.0403100408862732,50.0046793969481,50.0046793969481,-0.875,0.875,1,128
"78","200.jpg","Substrate",-33.5369,115.4147,-13,4.96961668978674e-17,4.96961668978674e-17,90,90,0,0,0,32
"79","202.jpg","Macroalgae",-33.4861,115.4093,-20,0.161163223120504,0.161163223120504,310.018153939608,310.018153939608,-0.25,0.5,2,32
"80","203.jpg","Seagrasses",-33.589,115.2811,-17,0.133173894184608,0.133173894184608,346.586640398903,346.586640398903,0.25,0.5,2,64
"81","205.jpg","Seagrasses",-33.524,115.3959,-16,0.192329583822723,0.192329583822723,285.629423252394,285.629423252394,0,0.5,2,16
"82","206.jpg","Macroalgae",-33.5948,115.243,-17,0.203668268318297,0.203668268318297,332.930321865387,332.930321865387,0,0.75,2,16
"83","208.jpg","Substrate",-33.5558,115.1775,-27,0.103632995297272,0.103632995297272,1.65388843436103e-13,1.65388843436103e-13,0.375,0.375,1,64
"84","209.jpg","Seagrasses",-33.577,115.3287,-15,0.0962192721732626,0.0962192721732626,285.620392796654,285.620392796654,-0.25,0.25,1,32
"85","21.jpg","Substrate",-33.5377,115.3669,-18,0.133930162698754,0.133930162698754,292.761225659198,292.761225659198,0.125,0.375,2,16
"86","210.jpg","Substrate",-33.5094,115.3615,-22,0.103632995297272,0.103632995297272,360,360,0.375,0.375,1,64
"87","212.jpg","Substrate",-33.4724,115.438,-18,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,64
"88","213.jpg","Macroalgae",-33.6002,115.2714,-14,0.133174932891067,0.133174932891067,13.415233355928,13.415233355928,-0.25,0.5,2,128
"89","215.jpg","Macroalgae",-33.4974,115.4044,-19,0.161174139815802,0.161174139815802,310.014895547453,310.014895547453,0,0.5,2,64
"90","217.jpg","Substrate",-33.5669,115.163,-25,0.120645373098778,0.120645373098778,329.203170193857,329.203170193857,0.5,0.5,1,16
"91","219.jpg","Substrate",-33.5492,115.2582,-26,0.120638966775803,0.120638966775803,329.208275229804,329.208275229804,0.5,0.5,1,16
"92","22.jpg","Macroalgae",-33.5495,115.3805,-13,0.120923801940196,0.120923801940196,230.002230222748,230.002230222748,0.625,0.625,1,16
"93","221.jpg","Seagrasses",-33.5228,115.4102,-13,0.0806022551534896,0.0806022551534896,310.005928931895,310.005928931895,0.375,0.375,1,64
"94","223.jpg","Seagrasses",-33.5182,115.3851,-19,0.0836299796430857,0.0836299796430857,338.339757513611,338.339757513611,-0.25,0.25,1,16
"95","224.jpg","Seagrasses",-33.5461,115.334,-20,0.120638052117578,0.120638052117578,329.2090042042,329.2090042042,0.125,0.375,2,64
"96","225.jpg","Macroalgae",-33.5711,115.3051,-20,0.161256204073105,0.161256204073105,309.990420277232,309.990420277232,-0.5,0.75,2,32
"97","226.jpg","Macroalgae",-33.5062,115.4327,-14,0.080592690673122,0.080592690673122,310.011635984559,310.011635984559,-0.5,0.5,1,128
"98","227.jpg","Seagrasses",-33.5687,115.362,-13,0,0,90,90,0,0,0,64
"99","23.jpg","Macroalgae",-33.5438,115.3832,-13,0.120637137591986,0.120637137591986,329.209733099501,329.209733099501,0.5,0.5,1,16
"100","230.jpg","Seagrasses",-33.5723,115.2482,-22,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,128
"101","231.jpg","Substrate",-33.4895,115.4519,-13,0.083626031834725,0.083626031834725,21.6534308103055,21.6534308103055,0.25,0.25,1,64
"102","232.jpg","Seagrasses",-33.5914,115.2502,-17,0.161278144324056,0.161278144324056,309.983882407311,309.983882407311,-0.25,0.5,2,32
"103","234.jpg","Substrate",-33.5264,115.3652,-19,0.120630739624867,0.120630739624867,329.214833152524,329.214833152524,0.5,0.5,1,16
"104","235.jpg","Substrate",-33.5144,115.4159,-14,0.120626173622915,0.120626173622915,329.218473676152,329.218473676152,-0.5,0.5,1,128
"105","236.jpg","Substrate",-33.5413,115.2891,-24,0.12350398225394,0.12350398225394,270,270,0.375,0.375,1,16
"106","237.jpg","Substrate",-33.5584,115.1561,-26,0.120932017297408,0.120932017297408,230.005495934815,230.005495934815,0.625,0.625,1,16
"107","238.jpg","Substrate",-33.5795,115.3073,-18,0.0962218571444328,0.0962218571444328,285.619962443875,285.619962443875,0.25,0.25,1,16
"108","239.jpg","Seagrasses",-33.5843,115.1935,-20,0.207265312522184,0.207265312522184,360,360,0,0.75,2,64
"109","24.jpg","Macroalgae",-33.5361,115.3901,-15,0.161217865866996,0.161217865866996,310.001850269745,310.001850269745,-0.75,0.75,2,16
"110","240.jpg","Macroalgae",-33.5015,115.3972,-19,0.0961418740174332,0.0961418740174332,285.6332893838,285.6332893838,0.25,0.25,1,16
"111","241.jpg","Seagrasses",-33.5293,115.3462,-21,0.1331689193,0.1331689193,346.595618718109,346.595618718109,0.25,0.5,2,64
"112","242.jpg","Substrate",-33.577,115.3548,-13,0.0403155215281764,0.0403155215281764,309.988786249312,309.988786249312,0.125,0.125,1,32
"113","244.jpg","Seagrasses",-33.604,115.2784,-13,0.207265312522184,0.207265312522184,1.27222187258541e-14,1.27222187258541e-14,0,0.75,2,64
"114","245.jpg","Macroalgae",-33.5665,115.3171,-18,0.0806255210150298,0.0806255210150298,309.992054012148,309.992054012148,0,0.25,2,32
"115","247.jpg","Seagrasses",-33.5845,115.2409,-20,0.133173478921667,0.133173478921667,13.4126104153054,13.4126104153054,0.25,0.5,2,64
"116","248.jpg","Seagrasses",-33.5017,115.4446,-13,0.0402949997459231,0.0402949997459231,310.013265912359,310.013265912359,-0.125,0.125,1,128
"117","25.jpg","Substrate",-33.565,115.3759,-13,0,0,90,90,0,0,0,1
"118","26.jpg","Seagrasses",-33.5479,115.4037,-12,0.12351470139169,0.12351470139169,90,90,0.625,0.625,1,1
"119","27.jpg","Seagrasses",-33.5593,115.3862,-13,0.0962011864746959,0.0962011864746959,285.623404423429,285.623404423429,-0.25,0.25,1,16
"120","28.jpg","Seagrasses",-33.5517,115.3933,-13,0.0961934403336692,0.0961934403336692,285.624694669158,285.624694669158,-0.25,0.25,1,64
"121","29.jpg","Seagrasses",-33.5283,115.3852,-16,0.348364380520391,0.348364380520391,282.89181424523,282.89181424523,0.375,1.125,3,16
"122","3.jpg","Seagrasses",-33.5606,115.3734,-13,0,0,90,90,0,0,0,128
"123","30.jpg","Seagrasses",-33.5572,115.3709,-13,9.93923337957349e-17,9.93923337957349e-17,90,90,0,0,0,64
"124","31.jpg","Seagrasses",-33.5401,115.3987,-14,0.13316995424757,0.13316995424757,346.59375037655,346.59375037655,-0.75,0.75,2,32
"125","32.jpg","Substrate",-33.5546,115.3778,-13,0.0961960220559525,0.0961960220559525,74.3757353826528,74.3757353826528,0.75,0.75,1,1
"126","33.jpg","Seagrasses",-33.549,115.3882,-13,0.0518165400284704,0.0518165400284704,5.08888749034163e-14,5.08888749034163e-14,0.125,0.125,1,64
"127","34.jpg","Seagrasses",-33.5314,115.3748,-19,0.161212394920259,0.161212394920259,310.003481954228,310.003481954228,-0.75,0.75,2,64
"128","35.jpg","Seagrasses",-33.5702,115.381,-13,9.93923337957349e-17,9.93923337957349e-17,270,270,0,0,0,64
"129","36.jpg","Macroalgae",-33.5644,115.3824,-13,0.0518165400284704,0.0518165400284704,1.01777749806833e-13,1.01777749806833e-13,-0.125,0.125,1,128
"130","37.jpg","Seagrasses",-33.5413,115.3896,-13,0.120917643346347,0.120917643346347,310.000218292408,310.000218292408,0.375,0.375,1,16
"131","38.jpg","Seagrasses",-33.5335,115.3863,-15,0.161215130208133,0.161215130208133,310.002666148592,310.002666148592,0.5,0.5,2,16
"132","39.jpg","Seagrasses",-33.5623,115.3721,-13,0.0403114104893293,0.0403114104893293,230.006312545919,230.006312545919,0.125,0.125,1,8
"133","4.jpg","Seagrasses",-33.5436,115.4012,-12,0.103632995297272,0.103632995297272,0,0,0.875,0.875,2,1
"134","40.jpg","Seagrasses",-33.5453,115.3999,-12,0.133940045919448,0.133940045919448,292.759451841841,292.759451841841,0.5,0.5,1,16
"135","41.jpg","Seagrasses",-33.5568,115.3928,-12,0.133953229451927,0.133953229451927,292.75708613554,292.75708613554,0.5,0.5,1,16
"136","42.jpg","Macroalgae",-33.5392,115.3794,-15,0.15653430807801,0.15653430807801,279.526944066043,279.526944066043,0.25,0.5,2,16
"137","43.jpg","Seagrasses",-33.5566,115.3842,-13,0.133953229451927,0.133953229451927,292.75708613554,292.75708613554,0.5,0.5,1,16
"138","44.jpg","Seagrasses",-33.5505,115.3637,-15,0.0518165400284704,0.0518165400284704,2.67166593242935e-13,2.67166593242935e-13,-0.125,0.375,2,32
"139","45.jpg","Seagrasses",-33.5623,115.3772,-13,0,0,90,90,0,0,0,128
"140","46.jpg","Substrate",-33.5452,115.405,-13,0.133940045919448,0.133940045919448,67.2405481581589,67.2405481581589,-0.5,0.5,1,128
"141","47.jpg","Macroalgae",-33.5545,115.3739,-13,0.103632995297272,0.103632995297272,360,360,0.375,0.375,1,64
"142","48.jpg","Seagrasses",-33.549,115.3946,-13,0.0403079871781169,0.0403079871781169,309.997769777252,309.997769777252,-0.125,0.125,1,128
"143","49.jpg","Substrate",-33.5314,115.3813,-17,0.207265312522184,0.207265312522184,0,0,0,0.75,2,64
"144","5.jpg","Seagrasses",-33.553,115.3803,-14,0.0403093562240432,0.0403093562240432,50.0038629323165,50.0038629323165,-0.25,0.25,1,64
"145","50.jpg","Seagrasses",-33.5529,115.3971,-12,0.0961960220559525,0.0961960220559525,285.624264617347,285.624264617347,0.25,0.25,1,16
"146","51.jpg","Substrate",-33.587,115.2134,-20,0.286658071942334,0.286658071942334,353.813471798736,353.813471798736,-0.25,1,3,64
"147","52.jpg","Substrate",-33.5433,115.2036,-28,0.120637137591986,0.120637137591986,30.7902669004993,30.7902669004993,0.5,0.5,1,1
"148","53.jpg","Macroalgae",-33.5992,115.2197,-15,0.0518165400284704,0.0518165400284704,1.01777749806833e-13,1.01777749806833e-13,0.125,0.375,2,16
"149","54.jpg","Substrate",-33.5772,115.2115,-22,0.103632995297272,0.103632995297272,360,360,0.625,0.625,1,1
"150","55.jpg","Macroalgae",-33.5917,115.2069,-17,0.26634676479726,0.26634676479726,13.4137342617273,13.4137342617273,0.375,0.875,3,64
"151","56.jpg","Substrate",-33.5702,115.2247,-24,0.120647204671612,0.120647204671612,329.20171089994,329.20171089994,-0.5,0.5,1,128
"152","57.jpg","Substrate",-33.5484,115.2164,-26,0.120638966775803,0.120638966775803,329.208275229804,329.208275229804,0.5,0.5,1,16
"153","58.jpg","Substrate",-33.5848,115.233,-21,0.241302501861303,0.241302501861303,329.198061279747,329.198061279747,-0.375,0.875,3,64
"154","59.jpg","Substrate",-33.575,115.2262,-23,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,128
"155","6.jpg","Macroalgae",-33.5473,115.3856,-13,0.0617556356956028,0.0617556356956028,90,90,0.125,0.125,1,1
"156","60.jpg","Substrate",-33.553,115.205,-27,0.238181016276351,0.238181016276351,319.589952583705,319.589952583705,-0.25,0.75,3,64
"157","61.jpg","Substrate",-33.5895,115.2215,-18,0.316976115653571,0.316976115653571,11.2401331232406,11.2401331232406,0.5,1.25,3,1
"158","62.jpg","Substrate",-33.5461,115.2311,-26,0.133940045919448,0.133940045919448,292.759451841841,292.759451841841,0.5,0.5,1,16
"159","64.jpg","Substrate",-33.5605,115.2199,-25,0.103632995297272,0.103632995297272,360,360,0.375,0.375,1,64
"160","65.jpg","Substrate",-33.6009,115.2278,-15,0.0836408724973101,0.0836408724973101,21.6790234711871,21.6790234711871,-0.25,0.25,1,64
"161","66.jpg","Substrate",-33.5788,115.2066,-22,0.133173063784176,0.133173063784176,13.411861410106,13.411861410106,0,0.5,2,64
"162","67.jpg","Substrate",-33.5573,115.2244,-25,0.161239764499545,0.161239764499545,309.995320603052,309.995320603052,0.5,0.75,2,16
"163","68.jpg","Seagrasses",-33.5934,115.2149,-16,0.159283553829291,0.159283553829291,324.416979706832,324.416979706832,0.375,0.625,2,16
"164","69.jpg","Substrate",-33.5863,115.2183,-20,0.310896273628998,0.310896273628998,360,360,-0.375,1.125,3,64
"165","7.jpg","Seagrasses",-33.5412,115.3651,-18,0.183966843976099,0.183966843976099,350.338078420464,350.338078420464,-0.125,0.625,2,64
"166","70.jpg","Substrate",-33.5643,115.2101,-26,0.103632995297272,0.103632995297272,1.65388843436103e-13,1.65388843436103e-13,-0.375,0.375,1,128
"167","71.jpg","Macroalgae",-33.5428,115.2279,-27,0.0403066185034853,0.0403066185034853,309.999402193912,309.999402193912,-0.125,0.125,1,1
"168","72.jpg","Substrate",-33.5547,115.2146,-26,0.0836345943282601,0.0836345943282601,158.33179858545,158.33179858545,0.625,0.625,1,1
"169","73.jpg","Substrate",-33.5912,115.2312,-18,0.183969846355458,0.183969846355458,350.332587599868,350.332587599868,-0.125,0.625,2,64
"170","74.jpg","Substrate",-33.5837,115.2119,-21,0.103632995297272,0.103632995297272,5.08888749034163e-14,5.08888749034163e-14,-0.375,0.375,1,128
"171","75.jpg","Substrate",-33.5622,115.2297,-24,0.15657396028342,0.15657396028342,80.47549111079,80.47549111079,0.75,0.75,2,1
"172","76.jpg","Substrate",-33.5401,115.2085,-29,0.0617520628581764,0.0617520628581764,270,270,-0.25,0.25,1,64
"173","77.jpg","Substrate",-33.596,115.2247,-16,0.103632995297272,0.103632995297272,0,0,-0.375,0.375,1,128
"174","78.jpg","Substrate",-33.5668,115.2168,-25,0.159266373468761,0.159266373468761,324.425619043375,324.425619043375,-0.625,0.625,2,128
"175","79.jpg","Substrate",-33.545,115.2086,-28,0.120638052117578,0.120638052117578,329.2090042042,329.2090042042,0.125,0.375,2,64
"176","8.jpg","Seagrasses",-33.5684,115.3783,-13,0,0,90,90,-0.25,0.25,1,4
"177","80.jpg","Substrate",-33.5815,115.2295,-22,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,128
"178","81.jpg","Substrate",-33.574,115.2101,-23,0.133172648772094,0.133172648772094,346.588887414541,346.588887414541,0.25,0.5,2,64
"179","82.jpg","Substrate",-33.5525,115.2279,-25,0.203648732299936,0.203648732299936,332.94107883707,332.94107883707,0.75,0.75,2,16
"180","83.jpg","Seagrasses",-33.5884,115.2055,-19,0.316976115653571,0.316976115653571,11.2401331232406,11.2401331232406,-0.5,1.25,3,64
"181","84.jpg","Substrate",-33.6009,115.2313,-15,0.0403223806978944,0.0403223806978944,50.0193882861029,50.0193882861029,-0.125,0.125,1,32
"182","85.jpg","Seagrasses",-33.5787,115.2004,-22,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,128
"183","86.jpg","Substrate",-33.5933,115.2087,-17,0.120655453326963,0.120655453326963,30.8048598418213,30.8048598418213,-0.5,0.5,1,1
"184","87.jpg","Substrate",-33.5497,115.2053,-28,0.0836339344993871,0.0836339344993871,338.332936365226,338.332936365226,-0.25,0.25,1,32
"185","88.jpg","Substrate",-33.5862,115.2217,-20,0.286658071942334,0.286658071942334,6.18652820126408,6.18652820126408,-0.25,1,3,64
"186","89.jpg","Substrate",-33.5644,115.2136,-25,0.120936126647585,0.120936126647585,309.992870769736,309.992870769736,0.375,0.375,1,16
"187","9.jpg","Seagrasses",-33.5628,115.3888,-13,0.133963121531778,0.133963121531778,247.24468860655,247.24468860655,-0.5,0.5,1,16
"188","90.jpg","Substrate",-33.5765,115.2198,-23,0.103632995297272,0.103632995297272,360,360,-0.375,0.375,1,128
"189","91.jpg","Substrate",-33.5547,115.2116,-26,5.0680344952598e-16,5.0680344952598e-16,101.30993247402,101.30993247402,0.5,0.5,1,64
"190","92.jpg","Substrate",-33.5912,115.2282,-18,0.235210879184599,0.235210879184599,7.54731696414231,7.54731696414231,-0.125,0.875,3,64
"191","93.jpg","Substrate",-33.5837,115.2153,-21,0.183969395417237,0.183969395417237,9.66658792250207,9.66658792250207,-0.125,0.625,2,64
"192","94.jpg","Seagrasses",-33.5622,115.2331,-25,0.120643542057119,0.120643542057119,329.204629171189,329.204629171189,-0.125,0.375,2,32
"193","95.jpg","Substrate",-33.54,115.2006,-29,0.0836329451238358,0.0836329451238358,338.334642540968,338.334642540968,-0.25,0.25,1,128
"194","96.jpg","Substrate",-33.5589,115.2261,-24,0.103632995297272,0.103632995297272,1.01777749806833e-13,1.01777749806833e-13,0.625,0.625,1,1
"195","97.jpg","Substrate",-33.5949,115.2038,-16,0.216279450056607,0.216279450056607,343.399770766539,343.399770766539,0.375,0.875,3,16
"196","98.jpg","Substrate",-33.5733,115.2215,-23,0.083637235606473,0.083637235606473,21.6727551690356,21.6727551690356,0.25,0.25,1,64
"197","99.jpg","Substrate",-33.588,115.2299,-19,0.207265312522184,0.207265312522184,7.63333123551244e-14,7.63333123551244e-14,0,0.75,2,64
