"","Sample","Date","Time.bottom","Depth","Latitude","Longitude","Site","Location","Status","Filename","Image row","Image col","Broad","Morphology","Type","FOV","CODE","Radius","pa"
"27",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",609,411,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,49.2,1
"28",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",1012,809,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,37.2,1
"29",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",737,1344,"Macroalgae","Drift Algae","","",80300000,44.6,1
"30",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",623,699,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,20.6,1
"31",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",230,1415,"Macroalgae","Drift Algae","","",80300000,65.7,1
"32",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",779,1688,"Macroalgae","Drift Algae","","",80300000,79,1
"33",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",1038,1370,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,60.2,1
"34",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",750,401,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,50.9,1
"35",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",261,1605,"Macroalgae","Drift Algae","","",80300000,79.7,1
"36",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",405,653,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,34.9,1
"37",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",1030,789,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,39.5,1
"38",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",399,1622,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,75.6,1
"39",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",867,508,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,44.8,1
"40",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",835,996,"Macroalgae","Drift Algae","","",80300000,20.5,1
"41",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",656,811,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,9.3,1
"42",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",1062,270,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,75.1,1
"43",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",867,440,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,50.9,1
"44",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",330,482,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,52.6,1
"45",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",620,489,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,41.3,1
"46",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",588,820,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,10.4,1
"47",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",490,1372,"Macroalgae","Drift Algae","","",80300000,49.2,1
"48",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",9,777,"Unscorable","","","",1,64.9,1
"49",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",778,475,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,44.5,1
"50",2,20210304,1899-12-30 13:27:59,16.4,-33.5375,115.3772,NA,"Geographe",NA,"2.jpg",250,1827,"Macroalgae","Drift Algae","","",80300000,100,1
"51",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",488,1766,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,76.8,1
"52",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",499,1659,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,66,1
"53",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",223,1371,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,52,1
"54",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",548,1374,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,36.5,1
"55",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",456,46,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,100,1
"56",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",774,1894,"Macroalgae","Drift Algae","","",80300000,91.1,1
"57",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",544,1106,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,10.2,1
"58",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",604,404,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,62.5,1
"59",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",821,1169,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,27.9,1
"60",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",284,960,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,31.9,1
"61",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",932,298,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,81.1,1
"62",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",880,1666,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,72.2,1
"63",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",736,552,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,49.7,1
"64",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",230,318,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,80.3,1
"65",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",582,109,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,92.6,1
"66",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",933,1245,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,41.7,1
"67",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",43,728,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,63.2,1
"68",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",132,1630,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,77.9,1
"69",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",962,1466,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,59.2,1
"70",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",1055,1354,"Macroalgae","Drift Algae","","",80300000,58.2,1
"71",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",10,988,"Unscorable","","","",1,59.4,1
"72",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",604,914,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,10.7,1
"73",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",622,62,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,97.5,1
"74",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",770,914,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,21,1
"75",3,20210304,1899-12-30 10:59:32,14.5,-33.5606,115.3734,NA,"Geographe",NA,"3.jpg",1066,1461,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,66.1,1
"76",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",585,1133,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,44.9,1
"77",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",982,69,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,60.1,1
"78",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",249,697,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,26.7,1
"79",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",315,908,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,32.3,1
"80",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1014,937,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,49,1
"81",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",804,275,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,36.7,1
"82",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",566,93,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,44.9,1
"83",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1030,319,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,48.8,1
"84",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",40,1030,"Unscorable","","","",1,56.6,1
"85",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",332,626,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,18.6,1
"86",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",452,1103,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,43,1
"87",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",83,676,"Unscorable","","","",1,40.3,1
"88",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",41,1657,"Unscorable","","","",1,100,1
"89",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1068,174,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,58.8,1
"90",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",232,1266,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,62.4,1
"91",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",430,299,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,28.9,1
"92",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",415,188,"Unscorable","","","",1,38.4,1
"93",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1031,67,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,62.9,1
"94",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1028,1079,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,57.7,1
"95",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",155,700,"Unscorable","","","",1,34.6,1
"96",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",546,69,"Unscorable","","","",1,46.9,1
"97",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",262,380,"Unscorable","","","",1,31.7,1
"98",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",631,134,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,42,1
"99",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",338,826,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,25.7,1
"100",4,20210305,1899-12-30 10:54:00,13.2,-33.5436,115.4012,NA,"Geographe",NA,"4.jpg",1038,634,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,42.4,1
"101",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",1014,398,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,61.8,1
"102",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",574,729,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,11.7,1
"103",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",136,1045,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,40.5,1
"104",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",941,1406,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,65.5,1
"105",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",15,1440,"Unscorable","","","",1,72.9,1
"106",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",531,1543,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,65.3,1
"107",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",136,1845,"","","","",NA,100,1
"108",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",308,869,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,20,1
"109",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",408,167,"Unscorable","","","",1,63.8,1
"110",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",91,393,"Unscorable","","","",1,57.9,1
"111",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",812,407,"Macroalgae","Drift Algae","","",80300000,48.8,1
"112",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",224,106,"Unscorable","","","",1,74,1
"113",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",628,599,"Macroalgae","Globose / Saccate","Brown","",80300915,24.8,1
"114",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",836,986,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,32.3,1
"115",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",661,1349,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,48.9,1
"116",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",426,216,"Macroalgae","Filamentous / Filiform","Brown","",80300931,59,1
"117",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",205,1044,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,34.9,1
"118",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",878,85,"Macroalgae","Drift Algae","","",80300000,78,1
"119",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",679,563,"Macroalgae","Filamentous / Filiform","Brown","",80300931,29.9,1
"120",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",64,879,"Unscorable","","","",1,42.6,1
"121",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",132,584,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,43.4,1
"122",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",827,1129,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,39.1,1
"123",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",494,1234,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,36.6,1
"124",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",1006,434,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,59.1,1
"125",5,20210304,1899-12-30 11:50:50,14.4,-33.553,115.3803,NA,"Geographe",NA,"5.jpg",985,1610,"Seagrasses","Strap-Like Leaves","Amphibolis sp.","Epiphytes algae",63600903,83.5,1
"126",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",810,151,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,87.6,1
"127",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",161,1384,"Macroalgae","Filamentous / Filiform","Brown","",80300931,64.9,1
"128",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",655,72,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,92.9,1
"129",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",671,1881,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,100,1
"130",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",705,653,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,33.4,1
"131",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",394,1283,"Macroalgae","Filamentous / Filiform","Brown","",80300931,41.4,1
"132",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",244,188,"Unscorable","","","",1,88.1,1
"133",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",770,40,"Seagrasses","Strap-Like Leaves","Posidonia sp.","Epiphytes algae",63600903,98,1
"134",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",302,614,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,46.1,1
"135",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",79,1052,"Unscorable","","","",1,54.9,1
"136",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",1066,1648,"Substrate","Unconsolidated (Soft)","Sand / Mud (<2Mm)","Coarse Sand (With Shell Fragments)",82001014,90.7,1
"137",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",1005,110,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,99.2,1
"138",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",950,452,"Macroalgae","Erect Fine Branching","Red","Foliose",80300910,65,1
"139",6,20210304,1899-12-30 15:25:48,14.5,-33.5473,115.3856,NA,"Geographe",NA,"6.jpg",67,1153,"Unscorable","","","",1,59.3,1
